Actual_RV,Predicted_RV,Market_IV,contract_symbol,Signal_Achat
0.1866721899707423,0.17522985,0.461919443,AAPL251219C00240000,False
0.1866721899707423,0.17521687,0.30652549,AAPL251219C00257500,False
0.1866721899707423,0.17501977,0.22852334,AAPL251219C00275000,False
0.1866721899707423,0.17410624,0.19898262,AAPL251219C00292500,False
0.1866721899707423,0.17521241,0.246101289,AAPL251219C00325000,False
0.1866721899707423,0.1752046,0.555668506,AAPL251226C00230000,False
0.1866721899707423,0.17526603,0.313361359,AAPL251226C00255000,False
0.1866721899707423,0.17498058,0.214607463,AAPL251226C00280000,False
0.1866721899707423,0.1739319,0.196541238,AAPL251226C00305000,False
0.1866721899707423,0.17526157,0.240241973,AAPL251226C00330000,False
0.1866721899707423,0.17521438,0.560185062,AAPL260102C00230000,False
0.1866721899707423,0.17525952,0.319098606,AAPL260102C00255000,False
0.1866721899707423,0.17512383,0.223091265,AAPL260102C00280000,False
0.1866721899707423,0.17411576,0.198494343,AAPL260102C00305000,False
0.1866721899707423,0.17526557,0.225593682,AAPL260102C00330000,False
